player_id,team_id,index,gp,goals,assists,powerPlayGoals,powerPlayAssists,shortHandedGoals,shortHandedAssists,shots,blocked,timeOnIce,fantasy_points,type,season,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,birthStateProvince,height,height_cm,weight,shootsCatches,BirthYear,currentyear,age,franchiseId,shortName,teamName,abbreviation
8469455,10,1809332,58,9,16,2,5,0,0,73,19.0,37685,386.7000000000001,R,20192020,Jason,Spezza,CAN,Toronto,C,1983-06-13 01:00:00,ON,"6' 3""",190.5,214.0,R,1983,2019,36,5,Toronto,Maple Leafs,TOR
8469459,30,599046,55,4,17,1,6,0,1,74,33.0,51381,360.69999999999993,R,20192020,Mikko,Koivu,FIN,Turku,C,1983-03-12 00:00:00,,"6' 3""",190.5,215.0,L,1983,2019,36,37,Minnesota,Wild,MIN
8469465,18,1947405,60,0,8,0,0,0,0,44,53.0,52249,219.19999999999993,R,20192020,Dan,Hamhuis,CAN,Smithers,D,1982-12-13 00:00:00,BC,"6' 1""",185.42,204.0,L,1982,2019,37,34,Nashville,Predators,NSH
8470047,17,2005168,70,6,15,1,4,1,0,63,31.0,69772,346.9000000000001,R,20192020,Valtteri,Filppula,FIN,Vantaa,C,1984-03-20 00:00:00,,"6' 0""",182.88,196.0,L,1984,2019,35,12,Detroit,Red Wings,DET
8470110,17,1231024,43,0,7,0,2,0,0,37,44.0,40396,186.59999999999997,R,20192020,Trevor,Daley,CAN,Toronto,D,1983-10-09 01:00:00,ON,"5' 11""",180.34,195.0,L,1983,2019,36,12,Detroit,Red Wings,DET
8470144,17,1717987,60,4,5,0,2,1,1,86,35.0,49260,286.59999999999997,R,20192020,Frans,Nielsen,DNK,Herning,C,1984-04-24 01:00:00,,"6' 1""",185.42,188.0,L,1984,2019,35,12,Detroit,Red Wings,DET
8470151,19,2032639,56,1,8,0,0,0,1,53,68.0,72482,271.6,R,20192020,Jay,Bouwmeester,CAN,Edmonton,D,1983-09-27 01:00:00,AB,"6' 4""",193.04,206.0,L,1983,2019,36,18,St Louis,Blues,STL
8470187,2,1753982,64,2,9,1,0,0,0,96,128.0,66376,454.90000000000003,R,20192020,Johnny,Boychuk,CAN,Edmonton,D,1984-01-19 00:00:00,AB,"6' 2""",187.96,227.0,R,1984,2019,35,22,NY Islanders,Islanders,NYI
8470257,19,2096081,58,7,10,0,1,0,0,71,50.0,48678,358.1,R,20192020,Alexander,Steen,SWE,Winnipeg,LW,1984-03-01 00:00:00,MB,"6' 0""",182.88,211.0,L,1984,2019,35,18,St Louis,Blues,STL
8470281,16,897329,61,3,24,2,9,0,0,111,117.0,89251,598.3,R,20192020,Duncan,Keith,CAN,Winnipeg,D,1983-07-16 01:00:00,MB,"6' 1""",185.42,192.0,L,1983,2019,36,11,Chicago,Blackhawks,CHI
8470318,17,515380,18,0,0,0,0,0,0,16,14.0,15386,48.000000000000014,R,20192020,Jonathan,Ericsson,SWE,Karlskrona,D,1984-03-02 00:00:00,,"6' 4""",193.04,220.0,L,1984,2019,35,12,Detroit,Red Wings,DET
8470595,30,717072,66,19,28,5,9,0,0,113,22.0,67853,675.0,R,20192020,Eric,Staal,CAN,Thunder Bay,C,1984-10-29 00:00:00,ON,"6' 4""",193.04,208.0,L,1984,2019,35,37,Minnesota,Wild,MIN
8470600,30,749516,69,8,40,2,16,0,0,111,93.0,102009,751.4000000000001,R,20192020,Ryan,Suter,USA,Madison,D,1985-01-21 00:00:00,WI,"6' 2""",187.96,202.0,L,1985,2019,34,37,Minnesota,Wild,MIN
8470601,14,282457,40,1,3,0,0,0,0,44,28.0,33730,151.20000000000005,R,20192020,Braydon,Coburn,CAN,Shaunavon,D,1985-02-27 00:00:00,SK,"6' 5""",195.58,223.0,L,1985,2019,34,31,Tampa Bay,Lightning,TBL
8470604,26,724267,60,17,10,3,2,0,0,182,23.0,60894,614.4999999999999,R,20192020,Jeff,Carter,CAN,London,C,1985-01-01 00:00:00,ON,"6' 3""",190.5,217.0,R,1985,2019,34,14,Los Angeles,Kings,LAK
8470606,26,800593,66,17,18,1,4,0,0,169,15.0,72890,644.9000000000002,R,20192020,Dustin,Brown,USA,Ithaca,RW,1984-11-04 00:00:00,NY,"6' 0""",182.88,216.0,R,1984,2019,35,14,Los Angeles,Kings,LAK
8470607,16,462455,32,3,1,1,0,0,0,40,61.0,34846,206.10000000000002,R,20192020,Brent,Seabrook,CAN,Richmond,D,1985-04-20 01:00:00,BC,"6' 3""",190.5,220.0,R,1985,2019,34,11,Chicago,Blackhawks,CHI
8470610,30,749577,69,25,21,12,6,1,0,155,38.0,71195,787.8,R,20192020,Zach,Parise,USA,Minneapolis,LW,1984-07-28 01:00:00,MN,"5' 11""",180.34,195.0,L,1984,2019,35,37,Minnesota,Wild,MIN
8470612,24,1448733,69,13,29,3,6,0,0,143,69.0,77512,731.7,R,20192020,Ryan,Getzlaf,CAN,Regina,C,1985-05-10 01:00:00,SK,"6' 4""",193.04,223.0,R,1985,2019,34,32,Anaheim,Ducks,ANA
8470613,28,1206173,70,12,33,5,12,0,1,225,115.0,106726,962.5,R,20192020,Brent,Burns,CAN,Barrie,D,1985-03-09 00:00:00,ON,"6' 5""",195.58,230.0,R,1985,2019,34,29,San Jose,Sharks,SJS
8470619,13,323034,39,6,9,1,0,0,0,56,34.0,28958,288.49999999999994,R,20192020,Brian,Boyle,USA,Hingham,C,1984-12-18 00:00:00,MA,"6' 6""",198.12,245.0,L,1984,2019,35,33,Florida,Panthers,FLA
8470621,25,120368,60,6,16,2,6,0,0,83,35.0,49420,392.8000000000001,R,20192020,Corey,Perry,CAN,Peterborough,RW,1985-05-16 01:00:00,ON,"6' 3""",190.5,213.0,R,1985,2019,34,15,Dallas,Stars,DAL
8470626,23,903420,49,6,7,0,0,0,0,59,15.0,36374,246.39999999999995,R,20192020,Loui,Eriksson,SWE,Gothenburg,LW,1985-07-17 01:00:00,,"6' 2""",187.96,196.0,L,1985,2019,34,20,Vancouver,Canucks,VAN
8470638,6,369671,64,31,26,11,9,1,0,212,50.0,71830,1011.2,R,20192020,Patrice,Bergeron,CAN,Ancienne-Lorette,C,1985-07-24 01:00:00,QC,"6' 1""",185.42,195.0,R,1985,2019,34,6,Boston,Bruins,BOS
8470642,8,1701300,65,15,21,3,5,0,0,185,114.0,93630,830.4,R,20192020,Shea,Weber,CAN,Sicamous,D,1985-08-14 01:00:00,BC,"6' 4""",193.04,230.0,R,1985,2019,34,1,Montreal,Canadiens,MTL
8470655,6,92576,16,1,2,1,0,0,0,26,4.0,8213,76.49999999999999,R,20192020,David,Backes,USA,Minneapolis,RW,1984-05-01 01:00:00,MN,"6' 3""",190.5,221.0,R,1984,2019,35,6,Boston,Bruins,BOS
8470655,24,129229,6,0,3,0,0,0,0,8,4.0,4193,43.2,R,20192020,David,Backes,USA,Minneapolis,RW,1984-05-01 01:00:00,MN,"6' 3""",190.5,221.0,R,1984,2019,35,32,Anaheim,Ducks,ANA
8470755,53,2290234,59,6,5,0,0,1,1,76,44.0,48307,307.99999999999994,R,20192020,Brad,Richardson,CAN,Belleville,C,1985-02-04 00:00:00,ON,"6' 0""",182.88,190.0,L,1985,2019,34,28,Arizona,Coyotes,ARI
8470775,4,47365,10,1,1,0,0,0,0,8,15.0,7701,56.800000000000004,R,20192020,Nate,Thompson,USA,Anchorage,C,1984-10-05 01:00:00,AK,"6' 0""",182.88,212.0,L,1984,2019,35,16,Philadelphia,Flyers,PHI
8470775,8,1647668,63,4,10,0,0,0,1,62,41.0,48415,294.80000000000007,R,20192020,Nate,Thompson,USA,Anchorage,C,1984-10-05 01:00:00,AK,"6' 0""",182.88,212.0,L,1984,2019,35,1,Montreal,Canadiens,MTL
8470794,25,134298,70,16,17,6,5,0,1,130,53.0,71326,628.3000000000002,R,20192020,Joe,Pavelski,USA,Plover,C,1984-07-11 01:00:00,WI,"5' 11""",180.34,195.0,R,1984,2019,35,15,Dallas,Stars,DAL
8470966,20,2249966,60,5,26,2,9,0,2,157,148.0,86011,765.4999999999998,R,20192020,Mark,Giordano,CAN,Toronto,D,1983-10-03 01:00:00,ON,"6' 0""",182.88,198.0,L,1983,2019,36,21,Calgary,Flames,CGY
8471214,15,1674689,71,48,19,13,5,0,0,321,30.0,88035,1298.6000000000004,R,20192020,Alex,Ovechkin,RUS,Moscow,LW,1985-09-17 01:00:00,,"6' 3""",190.5,235.0,R,1985,2019,34,24,Washington,Capitals,WSH
8471215,5,529004,55,25,49,7,17,0,0,171,22.0,64420,1012.8000000000001,R,20192020,Evgeni,Malkin,RUS,Magnitogorsk,C,1986-07-31 01:00:00,,"6' 3""",190.5,195.0,L,1986,2019,33,17,Pittsburgh,Penguins,PIT
8471217,2,109212,4,1,0,0,0,0,0,5,0.0,2871,20.000000000000004,R,20192020,Andrew,Ladd,CAN,Maple Ridge,LW,1985-12-12 00:00:00,BC,"6' 3""",190.5,200.0,L,1985,2019,34,22,NY Islanders,Islanders,NYI
8471218,52,45336,71,22,43,4,18,1,1,180,51.0,82300,992.6000000000001,R,20192020,Blake,Wheeler,USA,Plymouth,RW,1986-08-31 01:00:00,MN,"6' 5""",195.58,225.0,R,1986,2019,33,35,Winnipeg,Jets,WPG
8471228,25,119176,63,15,19,7,3,0,0,133,42.0,63415,617.0000000000001,R,20192020,Alexander,Radulov,RUS,Nizhny Tagil,RW,1986-07-05 01:00:00,,"6' 1""",185.42,201.0,L,1986,2019,33,15,Dallas,Stars,DAL
8471233,1,2324150,69,9,16,1,0,1,2,72,39.0,70776,420.10000000000014,R,20192020,Travis,Zajac,CAN,Winnipeg,C,1985-05-13 01:00:00,MB,"6' 2""",187.96,185.0,R,1985,2019,34,23,New Jersey,Devils,NJD
8471242,17,1375719,48,3,8,1,3,0,0,74,63.0,60681,321.2,R,20192020,Mike,Green,CAN,Calgary,D,1985-10-12 01:00:00,AB,"6' 1""",185.42,207.0,R,1985,2019,34,12,Detroit,Red Wings,DET
8471242,22,58810,2,0,0,0,0,0,0,2,3.0,1950,8.0,R,20192020,Mike,Green,CAN,Calgary,D,1985-10-12 01:00:00,AB,"6' 1""",185.42,207.0,R,1985,2019,34,25,Edmonton,Oilers,EDM
8471260,25,118769,58,8,9,0,0,1,1,77,27.0,51597,338.40000000000003,R,20192020,Blake,Comeau,CAN,Meadow Lake,LW,1986-02-18 00:00:00,SK,"6' 1""",185.42,202.0,R,1986,2019,33,15,Dallas,Stars,DAL
8471262,53,2713191,70,17,18,6,5,0,0,135,41.0,66765,635.1000000000001,R,20192020,Carl,Soderberg,SWE,Malmö,C,1985-10-12 01:00:00,,"6' 3""",190.5,210.0,L,1985,2019,34,28,Arizona,Coyotes,ARI
8471274,53,2712256,70,4,28,2,9,0,0,101,134.0,96839,653.4999999999998,R,20192020,Alex,Goligoski,USA,Grand Rapids,D,1985-07-30 01:00:00,MN,"5' 11""",180.34,185.0,L,1985,2019,34,28,Arizona,Coyotes,ARI
8471276,6,373321,64,13,31,3,11,0,0,89,33.0,66177,606.2000000000002,R,20192020,David,Krejci,CZE,Sternberk,C,1986-04-28 01:00:00,,"6' 0""",182.88,186.0,R,1986,2019,33,6,Boston,Bruins,BOS
8471284,25,115899,60,2,6,0,0,1,0,65,79.0,64391,304.4000000000001,R,20192020,Andrej,Sekera,SVK,Bojnice,D,1986-06-08 01:00:00,,"6' 0""",182.88,200.0,L,1986,2019,33,15,Dallas,Stars,DAL
8471303,23,1087478,59,5,28,1,6,0,0,118,162.0,80065,735.5,R,20192020,Alexander,Edler,SWE,Ostersund,D,1986-04-21 01:00:00,,"6' 3""",190.5,214.0,L,1986,2019,33,20,Vancouver,Canucks,VAN
8471392,25,82837,41,0,4,0,0,0,0,34,94.0,40992,236.79999999999998,R,20192020,Roman,Polak,CZE,Ostrava,D,1986-04-28 01:00:00,,"6' 2""",187.96,235.0,R,1986,2019,33,15,Dallas,Stars,DAL
8471426,19,547076,15,2,0,0,0,0,0,13,6.0,8587,54.400000000000006,R,20192020,Troy,Brouwer,CAN,Vancouver,RW,1985-08-17 01:00:00,BC,"6' 3""",190.5,215.0,R,1985,2019,34,18,St Louis,Blues,STL
8471669,54,991572,74,17,21,5,5,0,1,146,32.0,76135,663.8000000000001,R,20192020,Paul,Stastny,USA,Quebec City,C,1985-12-27 00:00:00,QC,"6' 0""",182.88,193.0,L,1985,2019,34,38,Vegas,Golden Knights,VGK
8471675,5,392322,41,16,31,4,13,0,0,109,17.0,49855,650.1000000000001,R,20192020,Sidney,Crosby,CAN,Cole Harbour,C,1987-08-07 01:00:00,NS,"5' 11""",180.34,200.0,L,1987,2019,32,17,Pittsburgh,Penguins,PIT
8471676,9,383253,24,5,3,0,0,0,0,43,13.0,19465,173.60000000000005,R,20192020,Bobby,Ryan,USA,Cherry Hill,RW,1987-03-17 00:00:00,NJ,"6' 2""",187.96,209.0,R,1987,2019,32,30,Ottawa,Senators,OTT
8471677,5,643922,67,3,8,0,0,1,0,63,97.0,78248,358.00000000000006,R,20192020,Jack,Johnson,USA,Indianapolis,D,1987-01-13 00:00:00,IN,"6' 1""",185.42,227.0,L,1987,2019,32,17,Pittsburgh,Penguins,PIT
8471685,26,847366,70,21,41,7,14,1,0,135,56.0,88368,898.1,R,20192020,Anze,Kopitar,SVN,Jesenice,C,1987-08-24 01:00:00,,"6' 3""",190.5,224.0,L,1987,2019,32,14,Los Angeles,Kings,LAK
8471686,3,1290598,52,2,9,0,0,0,0,46,76.0,55043,291.20000000000005,R,20192020,Marc,Staal,CAN,Thunder Bay,D,1987-01-13 00:00:00,ON,"6' 4""",193.04,209.0,L,1987,2019,32,10,NY Rangers,Rangers,NYR
8471698,15,1698653,72,27,23,10,2,0,0,142,61.0,78984,838.7999999999997,R,20192020,T.J.,Oshie,USA,Everett,RW,1986-12-23 00:00:00,WA,"5' 11""",180.34,195.0,R,1986,2019,33,24,Washington,Capitals,WSH
8471699,25,136864,71,3,11,0,0,0,0,72,33.0,52945,291.9999999999999,R,20192020,Andrew,Cogliano,CAN,Toronto,LW,1987-06-14 01:00:00,ON,"5' 10""",177.8,177.0,L,1987,2019,32,15,Dallas,Stars,DAL
8471702,4,318212,71,8,25,4,9,1,0,126,90.0,93359,650.0999999999998,R,20192020,Matt,Niskanen,USA,Virginia,D,1986-12-06 00:00:00,MN,"6' 1""",185.42,203.0,R,1986,2019,33,16,Philadelphia,Flyers,PHI
8471707,22,1653794,55,19,12,12,5,0,0,112,17.0,53814,538.8999999999999,R,20192020,James,Neal,CAN,Whitby,LW,1987-09-03 01:00:00,ON,"6' 2""",187.96,221.0,L,1987,2019,32,25,Edmonton,Oilers,EDM
8471709,28,1206118,70,5,10,0,0,1,0,74,97.0,85238,415.59999999999997,R,20192020,Marc-Edouard,Vlasic,CAN,Montreal,D,1987-03-30 01:00:00,QC,"6' 1""",185.42,205.0,L,1987,2019,32,29,San Jose,Sharks,SJS
8471716,17,1402834,49,0,3,0,0,0,0,40,26.0,33909,129.59999999999997,R,20192020,Justin,Abdelkader,USA,Muskegon,LW,1987-02-25 00:00:00,MI,"6' 2""",187.96,214.0,L,1987,2019,32,12,Detroit,Red Wings,DET
8471724,5,585653,61,15,29,6,9,0,0,177,91.0,94155,848.3,R,20192020,Kris,Letang,CAN,Montreal,D,1987-04-24 01:00:00,QC,"6' 0""",182.88,201.0,R,1987,2019,32,17,Pittsburgh,Penguins,PIT
8471729,22,1652647,55,0,9,0,0,0,1,45,101.0,55373,307.6000000000001,R,20192020,Kris,Russell,CAN,Caroline,D,1987-05-02 01:00:00,AB,"5' 10""",177.8,173.0,L,1987,2019,32,25,Edmonton,Oilers,EDM
8471735,13,577582,69,5,40,2,19,0,0,129,51.0,81544,678.5000000000002,R,20192020,Keith,Yandle,USA,Boston,D,1986-09-09 01:00:00,MA,"6' 1""",185.42,196.0,L,1986,2019,33,33,Florida,Panthers,FLA
8471743,7,316022,16,1,2,0,0,0,0,23,7.0,13695,76.0,R,20192020,Vladimir,Sobotka,CZE,Trebic,LW,1987-07-02 01:00:00,,"5' 10""",177.8,184.0,L,1987,2019,32,19,Buffalo,Sabres,BUF
8471769,53,1049375,27,1,4,0,0,0,1,18,45.0,30396,146.79999999999998,R,20192020,Niklas,Hjalmarsson,SWE,Eksjo,D,1987-06-06 01:00:00,,"6' 3""",190.5,197.0,L,1987,2019,32,28,Arizona,Coyotes,ARI
8471794,17,1947498,68,9,7,0,0,1,1,102,26.0,56032,372.80000000000007,R,20192020,Darren,Helm,CAN,St. Andrews,LW,1987-01-21 00:00:00,MB,"6' 0""",182.88,196.0,L,1987,2019,32,12,Detroit,Red Wings,DET
8471804,29,105438,30,4,6,0,0,0,0,55,8.0,24756,196.79999999999998,R,20192020,Nathan,Gerbe,USA,Oxford,C,1987-07-24 01:00:00,MI,"5' 4""",162.56,176.0,L,1987,2019,32,36,Columbus,Blue Jackets,CBJ
8471817,54,991920,74,8,9,0,0,0,0,62,25.0,44856,307.1999999999999,R,20192020,Ryan,Reaves,CAN,Winnipeg,RW,1987-01-20 00:00:00,MB,"6' 1""",185.42,225.0,R,1987,2019,32,38,Vegas,Golden Knights,VGK
8471873,13,577548,69,5,14,0,0,0,1,89,96.0,87211,469.99999999999994,R,20192020,Anton,Stralman,SWE,Tibro,D,1986-08-01 01:00:00,,"5' 11""",180.34,190.0,R,1986,2019,33,33,Florida,Panthers,FLA
8471887,5,498363,52,17,15,3,4,0,0,168,41.0,49708,661.9000000000001,R,20192020,Patric,Hornqvist,SWE,Sollentuna,RW,1987-01-01 00:00:00,,"5' 11""",180.34,189.0,R,1987,2019,32,17,Pittsburgh,Penguins,PIT
8472382,1,1787838,53,2,9,0,0,0,2,49,136.0,63961,396.0,R,20192020,Andy,Greene,USA,Trenton,D,1982-10-30 00:00:00,MI,"5' 11""",180.34,190.0,L,1982,2019,37,23,New Jersey,Devils,NJD
8472382,2,270938,10,0,3,0,1,0,0,11,19.0,9924,72.50000000000001,R,20192020,Andy,Greene,USA,Trenton,D,1982-10-30 00:00:00,MI,"5' 11""",180.34,190.0,L,1982,2019,37,22,NY Islanders,Islanders,NYI
8473412,52,5009,7,2,3,0,0,0,0,13,3.0,6783,73.6,R,20192020,Bryan,Little,CAN,Edmonton,C,1987-11-12 00:00:00,AB,"6' 0""",182.88,191.0,R,1987,2019,32,35,Winnipeg,Jets,WPG
8473415,17,1403760,49,0,3,0,0,0,0,55,46.0,48278,185.59999999999997,R,20192020,Alex,Biega,CAN,Montreal,D,1988-04-04 01:00:00,QC,"5' 10""",177.8,193.0,R,1988,2019,31,12,Detroit,Red Wings,DET
8473419,6,422753,73,28,59,5,23,1,2,190,20.0,85192,1164.0,R,20192020,Brad,Marchand,CAN,Halifax,LW,1988-05-11 01:00:00,NS,"5' 9""",175.26,181.0,L,1988,2019,31,6,Boston,Bruins,BOS
8473422,29,214506,67,10,21,2,2,0,1,131,50.0,75044,581.6000000000001,R,20192020,Nick,Foligno,USA,Buffalo,LW,1987-10-31 00:00:00,NY,"6' 0""",182.88,202.0,L,1987,2019,32,36,Columbus,Blue Jackets,CBJ
8473446,21,1383368,62,3,13,0,0,0,0,109,116.0,77823,500.0000000000002,R,20192020,Erik,Johnson,USA,Bloomington,D,1988-03-21 00:00:00,MN,"6' 4""",193.04,225.0,R,1988,2019,31,27,Colorado,Avalanche,COL
8473449,7,1027958,52,9,10,1,0,0,0,82,15.0,40084,343.69999999999993,R,20192020,Kyle,Okposo,USA,St. Paul,RW,1988-04-16 01:00:00,MN,"6' 0""",182.88,220.0,R,1988,2019,31,19,Buffalo,Sabres,BUF
8473453,26,680561,56,6,6,0,0,0,0,92,22.0,40022,302.3999999999999,R,20192020,Trevor,Lewis,USA,Salt Lake City,C,1987-01-08 00:00:00,UT,"6' 1""",185.42,201.0,R,1987,2019,32,14,Los Angeles,Kings,LAK
8473463,2,1309770,48,4,10,0,0,0,1,46,29.0,36278,249.99999999999997,R,20192020,Leo,Komarov,FIN,Narva,C,1987-01-23 00:00:00,,"5' 11""",180.34,210.0,L,1987,2019,32,22,NY Islanders,Islanders,NYI
8473473,20,2549558,68,8,12,5,3,0,0,83,20.0,54397,360.8,R,20192020,Milan,Lucic,CAN,Vancouver,LW,1988-06-07 01:00:00,BC,"6' 3""",190.5,236.0,L,1988,2019,31,21,Calgary,Flames,CGY
8473485,4,68183,16,0,1,0,0,0,0,5,4.0,7469,22.400000000000002,R,20192020,Chris,Stewart,CAN,Toronto,RW,1987-10-30 00:00:00,ON,"6' 2""",187.96,242.0,R,1987,2019,32,16,Philadelphia,Flyers,PHI
8473504,2,1019204,37,3,4,0,0,1,1,35,38.0,29803,188.80000000000004,R,20192020,Cal,Clutterbuck,CAN,Welland,RW,1987-11-18 00:00:00,ON,"5' 11""",180.34,216.0,R,1987,2019,32,22,NY Islanders,Islanders,NYI
8473507,8,1856749,71,11,29,3,9,1,0,158,79.0,100732,751.2000000000002,R,20192020,Jeff,Petry,USA,Ann Arbor,D,1987-12-09 00:00:00,MI,"6' 3""",190.5,208.0,R,1987,2019,32,1,Montreal,Canadiens,MTL
8473512,4,322366,72,21,32,7,13,1,1,205,16.0,81660,875.6000000000004,R,20192020,Claude,Giroux,CAN,Hearst,C,1988-01-12 00:00:00,ON,"5' 11""",180.34,185.0,R,1988,2019,31,16,Philadelphia,Flyers,PHI
8473533,12,2374582,68,8,19,2,1,0,0,125,36.0,71428,507.1000000000001,R,20192020,Jordan,Staal,CAN,Thunder Bay,C,1988-09-10 01:00:00,ON,"6' 4""",193.04,220.0,L,1988,2019,31,26,Carolina,Hurricanes,CAR
8473544,2,1808963,66,10,22,3,7,0,0,110,24.0,54239,515.4,R,20192020,Derick,Brassard,CAN,Hull,C,1987-09-22 01:00:00,QC,"6' 1""",185.42,202.0,L,1987,2019,32,22,NY Islanders,Islanders,NYI
8473546,53,1778601,46,8,3,0,0,1,0,61,12.0,34133,238.7999999999999,R,20192020,Michael,Grabner,AUT,Villach,RW,1987-10-05 01:00:00,,"6' 1""",185.42,188.0,L,1987,2019,32,28,Arizona,Coyotes,ARI
8473548,53,2712317,70,14,24,9,8,0,0,153,20.0,72024,645.3000000000002,R,20192020,Phil,Kessel,USA,Madison,RW,1987-10-02 01:00:00,WI,"6' 0""",182.88,202.0,R,1987,2019,32,28,Arizona,Coyotes,ARI
8473560,18,96046,3,0,0,0,0,0,0,4,11.0,2364,24.0,R,20192020,Korbinian,Holzer,DEU,Munich,D,1988-02-16 00:00:00,,"6' 3""",190.5,214.0,R,1988,2019,31,34,Nashville,Predators,NSH
8473560,24,961154,46,1,3,0,0,0,1,35,85.0,44768,229.99999999999997,R,20192020,Korbinian,Holzer,DEU,Munich,D,1988-02-16 00:00:00,,"6' 3""",190.5,214.0,R,1988,2019,31,32,Anaheim,Ducks,ANA
8473563,15,1510951,64,12,43,2,17,0,0,135,46.0,73135,787.1,R,20192020,Nicklas,Backstrom,SWE,Gävle,C,1987-11-23 00:00:00,,"6' 1""",185.42,210.0,L,1987,2019,32,24,Washington,Capitals,WSH
8473564,20,1424443,38,5,5,0,0,1,1,44,11.0,27280,191.9999999999999,R,20192020,Michael,Frolik,CZE,Kladno,RW,1988-02-17 00:00:00,,"6' 1""",185.42,194.0,L,1988,2019,31,21,Calgary,Flames,CGY
8473564,7,379275,19,1,3,0,0,1,0,26,11.0,15344,97.19999999999997,R,20192020,Michael,Frolik,CZE,Kladno,RW,1988-02-17 00:00:00,,"6' 1""",185.42,194.0,L,1988,2019,31,19,Buffalo,Sabres,BUF
8473573,9,783949,49,15,5,5,1,0,0,87,25.0,40715,402.2000000000001,R,20192020,Artem,Anisimov,RUS,Yaroslavl,C,1988-05-24 01:00:00,,"6' 4""",193.04,198.0,L,1988,2019,31,30,Ottawa,Senators,OTT
8473604,16,1028503,70,18,42,1,7,1,0,172,35.0,83063,889.2000000000002,R,20192020,Jonathan,Toews,CAN,Winnipeg,C,1988-04-29 01:00:00,MB,"6' 2""",187.96,201.0,L,1988,2019,31,11,Chicago,Blackhawks,CHI
8473618,52,27688,49,7,8,2,0,0,0,71,19.0,38535,292.99999999999994,R,20192020,Mathieu,Perreault,CAN,Drummondville,C,1988-01-05 00:00:00,QC,"5' 10""",177.8,188.0,L,1988,2019,31,35,Winnipeg,Jets,WPG
8473914,52,3262,7,0,0,0,0,0,0,5,5.0,4451,16.000000000000004,R,20192020,Mark,Letestu,CAN,Elk Point,C,1985-02-04 00:00:00,AB,"5' 10""",177.8,195.0,R,1985,2019,34,35,Winnipeg,Jets,WPG
8473986,14,504298,71,27,25,9,6,0,0,133,15.0,76157,768.3000000000002,R,20192020,Alex,Killorn,CAN,Halifax,LW,1989-09-14 01:00:00,NS,"6' 1""",185.42,196.0,L,1989,2019,30,31,Tampa Bay,Lightning,TBL
8473991,8,103745,4,0,0,0,0,0,0,4,4.0,3340,12.8,R,20192020,Karl,Alzner,CAN,Burnaby,D,1988-09-24 01:00:00,BC,"6' 3""",190.5,217.0,L,1988,2019,31,1,Montreal,Canadiens,MTL
